case,module,cpu-cycles:u,instructions:u,br_retired:u,br_mis_pred:u,l1i_cache:u,l1i_cache_refill:u,l1i_tlb:u,l1i_tlb_refill:u,l2i_cache:u,l2i_cache_refill:u,l2i_tlb:u,l2i_tlb_refill:u,l1d_cache:u,l1d_cache_refill:u,l1d_tlb:u,l1d_tlb_refill:u,l2d_cache:u,l2d_cache_refill:u,l2d_tlb:u,l2d_tlb_refill:u,ll_cache:u,ll_cache_miss:u,ipc, ,l1i_miss_rate,l1i_tlb_miss_rate,l2i_miss_rate,l2i_tlb_miss_rate,l1d_miss_rate,l1d_tlb_miss_rate,l2d_miss_rate,l2d_tlb_miss_rate,ll_miss_rate,  ,br_retired_mpki,br_mis_pred_mpki,l1i_cache_mpki,l1i_cache_refill_mpki,l1i_tlb_mpki,l1i_tlb_refill_mpki,l2i_cache_mpki,l2i_cache_refill_mpki,l2i_tlb_mpki,l2i_tlb_refill_mpki,l1d_cache_mpki,l1d_cache_refill_mpki,l1d_tlb_mpki,l1d_tlb_refill_mpki,l2d_cache_mpki,l2d_cache_refill_mpki,l2d_tlb_mpki,l2d_tlb_refill_mpki,ll_cache_mpki,ll_cache_miss_mpki,params_json
mix_b128_ld14_lin_p128_np4_r100,mixed_region_loop,278592126,20861055,81402,512,2669952,1018,2669952,48,1016,770,99,14,18061324,4552879,24998694,4501227,39043226,7331730,4502108,19,7330786,9807,0.0749,,0.0004,0.0000,0.7579,0.1414,0.2521,0.1801,0.1878,0.0000,0.0013,,3.9021,0.0245,127.9874,0.0488,127.9874,0.0023,0.0487,0.0369,0.0047,0.0007,865.7915,218.2478,1198.3427,215.7718,1871.5844,351.4554,215.8140,0.0009,351.4101,0.4701,"{""data_mode"":""linear"",""ldr_count_per_unit"":14,""lines_per_page"":4,""nodes_per_page"":4,""pages"":128,""region_reps"":100,""size"":8192}"
mix_b128_ld14_lin_p512_np1_r100,mixed_region_loop,775077522,20860908,81382,534,2710451,1349,2710451,42,1354,810,99,22,18099260,17951027,36189014,17975148,70889530,35930927,17977795,254,35929610,29343,0.0269,,0.0005,0.0000,0.5982,0.2222,0.9918,0.4967,0.5069,0.0000,0.0008,,3.9012,0.0256,129.9297,0.0647,129.9297,0.0020,0.0649,0.0388,0.0047,0.0011,867.6161,860.5103,1734.7765,861.6666,3398.1996,1722.4047,861.7935,0.0122,1722.3416,1.4066,"{""data_mode"":""linear"",""ldr_count_per_unit"":14,""lines_per_page"":1,""nodes_per_page"":1,""pages"":512,""region_reps"":100,""size"":8192}"
mix_b128_ld14_lin_p512_np4_r100,mixed_region_loop,454961610,20860908,81382,511,2690776,994,2690776,41,997,684,99,19,18079875,5473199,26182178,4505018,62180902,30048343,4506120,169,30045398,269545,0.0459,,0.0004,0.0000,0.6861,0.1919,0.3027,0.1721,0.4832,0.0000,0.0090,,3.9012,0.0245,128.9865,0.0476,128.9865,0.0020,0.0478,0.0328,0.0047,0.0009,866.6869,262.3663,1255.0833,215.9550,2980.7380,1440.4140,216.0079,0.0081,1440.2728,12.9211,"{""data_mode"":""linear"",""ldr_count_per_unit"":14,""lines_per_page"":4,""nodes_per_page"":4,""pages"":512,""region_reps"":100,""size"":8192}"
mix_b128_ld14_lin_p524288_np1_r100,mixed_region_loop,750802542,20860908,81382,536,2703516,1292,2703516,39,1297,761,122,40,18079376,3407931,18210309,55225,75793436,31025000,55253,33682,31004145,28270631,0.0278,,0.0005,0.0000,0.5867,0.3279,0.1885,0.0030,0.4093,0.6096,0.9118,,3.9012,0.0257,129.5972,0.0619,129.5972,0.0019,0.0622,0.0365,0.0058,0.0019,866.6629,163.3645,872.9394,2.6473,3633.2760,1487.2315,2.6486,1.6146,1486.2318,1355.1966,"{""data_mode"":""linear"",""ldr_count_per_unit"":14,""lines_per_page"":1,""nodes_per_page"":1,""pages"":524288,""region_reps"":100,""size"":8192}"
mix_b128_ld14_lin_p524288_np4_r100,mixed_region_loop,650512775,20860908,81382,513,2698696,1343,2698696,42,1345,885,108,41,18074442,3529167,18122068,13879,65500676,25180801,13910,9006,25165512,23806442,0.0321,,0.0005,0.0000,0.6580,0.3796,0.1953,0.0008,0.3844,0.6474,0.9460,,3.9012,0.0246,129.3662,0.0644,129.3662,0.0020,0.0645,0.0424,0.0052,0.0020,866.4264,169.1761,868.7095,0.6653,3139.8766,1207.0808,0.6668,0.4317,1206.3479,1141.1987,"{""data_mode"":""linear"",""ldr_count_per_unit"":14,""lines_per_page"":4,""nodes_per_page"":4,""pages"":524288,""region_reps"":100,""size"":8192}"
mix_b128_ld14_lstr_p128_np4_sl5_r100,mixed_region_loop,493152135,20860908,81382,506,2687589,1204,2687589,45,1204,821,105,13,18065854,17027531,36105617,17942514,46409599,10552755,17942838,162,10551518,15489,0.0423,,0.0004,0.0000,0.6819,0.1238,0.9425,0.4969,0.2274,0.0000,0.0015,,3.9012,0.0243,128.8337,0.0577,128.8337,0.0022,0.0577,0.0394,0.0050,0.0006,866.0147,816.2411,1730.7788,860.1023,2224.7162,505.8627,860.1178,0.0078,505.8034,0.7425,"{""data_mode"":""line_stride"",""ldr_count_per_unit"":14,""lines_per_page"":4,""nodes_per_page"":4,""pages"":128,""region_reps"":100,""size"":8192,""stride_lines"":5}"
mix_b128_ld14_lstr_p512_np4_sl5_r100,mixed_region_loop,837953339,20860908,81382,508,2719362,1545,2719362,49,1548,899,125,20,18098029,17958586,36180935,17973840,70877197,35910353,17976177,69,35906841,49793,0.0249,,0.0006,0.0000,0.5807,0.1600,0.9923,0.4968,0.5067,0.0000,0.0014,,3.9012,0.0244,130.3568,0.0741,130.3568,0.0023,0.0742,0.0431,0.0060,0.0010,867.5571,860.8727,1734.3893,861.6039,3397.6084,1721.4185,861.7159,0.0033,1721.2501,2.3869,"{""data_mode"":""line_stride"",""ldr_count_per_unit"":14,""lines_per_page"":4,""nodes_per_page"":4,""pages"":512,""region_reps"":100,""size"":8192,""stride_lines"":5}"
mix_b128_ld14_lstr_p524288_np4_sl5_r100,mixed_region_loop,717261618,20860908,81382,533,2700985,1352,2700985,53,1354,811,107,45,18078643,3327212,18227290,63876,66207516,25611403,63915,37081,25087530,23668909,0.0291,,0.0005,0.0000,0.5990,0.4206,0.1840,0.0035,0.3868,0.5802,0.9435,,3.9012,0.0256,129.4759,0.0648,129.4759,0.0025,0.0649,0.0389,0.0051,0.0022,866.6278,159.4951,873.7534,3.0620,3173.7600,1227.7224,3.0639,1.7775,1202.6097,1134.6059,"{""data_mode"":""line_stride"",""ldr_count_per_unit"":14,""lines_per_page"":4,""nodes_per_page"":4,""pages"":524288,""region_reps"":100,""size"":8192,""stride_lines"":5}"
mix_b128_ld14_pstr_p128_np1_sp17_r100,mixed_region_loop,479749388,20860908,81382,501,2673531,1010,2673531,39,1015,647,99,13,18087274,17163035,36140679,17963834,51319464,15418395,17964896,22,15417014,11465,0.0435,,0.0004,0.0000,0.6374,0.1313,0.9489,0.4971,0.3004,0.0000,0.0007,,3.9012,0.0240,128.1599,0.0484,128.1599,0.0019,0.0487,0.0310,0.0047,0.0006,867.0415,822.7367,1732.4595,861.1243,2460.0782,739.1047,861.1752,0.0011,739.0385,0.5496,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":14,""lines_per_page"":1,""nodes_per_page"":1,""pages"":128,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld14_pstr_p128_np4_sp17_r100,mixed_region_loop,531066462,20860908,81382,564,2671118,1129,2671118,43,1130,781,91,14,18057450,16935924,36083483,17941379,44884215,8992586,17941479,15,8991478,14069,0.0393,,0.0004,0.0000,0.6912,0.1538,0.9379,0.4972,0.2004,0.0000,0.0016,,3.9012,0.0270,128.0442,0.0541,128.0442,0.0021,0.0542,0.0374,0.0044,0.0007,865.6119,811.8498,1729.7178,860.0478,2151.5945,431.0736,860.0526,0.0007,431.0205,0.6744,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":14,""lines_per_page"":4,""nodes_per_page"":4,""pages"":128,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld14_pstr_p512_np1_sp17_r100,mixed_region_loop,843024684,20860908,81382,541,2711518,1529,2711518,54,1530,817,135,24,18096678,17950332,36179231,17973184,70856592,35905134,17975325,152,35902108,9441,0.0247,,0.0006,0.0000,0.5340,0.1778,0.9919,0.4968,0.5067,0.0000,0.0003,,3.9012,0.0259,129.9808,0.0733,129.9808,0.0026,0.0733,0.0392,0.0065,0.0012,867.4923,860.4770,1734.3076,861.5725,3396.6207,1721.1683,861.6751,0.0073,1721.0233,0.4526,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":14,""lines_per_page"":1,""nodes_per_page"":1,""pages"":512,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld14_pstr_p512_np4_sp17_r100,mixed_region_loop,835240332,20860914,81380,536,2713082,1639,2713082,42,1644,905,152,20,18100296,17952060,36189297,17976157,70835891,35888464,17978628,77,35886309,22105,0.0250,,0.0006,0.0000,0.5505,0.1316,0.9918,0.4967,0.5066,0.0000,0.0006,,3.9011,0.0257,130.0558,0.0786,130.0558,0.0020,0.0788,0.0434,0.0073,0.0010,867.6655,860.5596,1734.7896,861.7147,3395.6274,1720.3687,861.8332,0.0037,1720.2654,1.0596,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":14,""lines_per_page"":4,""nodes_per_page"":4,""pages"":512,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld14_pstr_p524288_np1_sp17_r100,mixed_region_loop,4324172847,20860686,81319,593,2677546,4447,2677546,45,4460,1472,95,41,18060669,17922064,18864032,632312,68176313,34616925,632352,92897,34608509,34293174,0.0048,,0.0017,0.0000,0.3300,0.4316,0.9923,0.0335,0.5078,0.1469,0.9909,,3.8982,0.0284,128.3537,0.2132,128.3537,0.0022,0.2138,0.0706,0.0046,0.0020,865.7754,859.1311,904.2863,30.3112,3268.1721,1659.4337,30.3131,4.4532,1659.0302,1643.9140,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":14,""lines_per_page"":1,""nodes_per_page"":1,""pages"":524288,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld14_pstr_p524288_np4_sp17_r100,mixed_region_loop,4330401284,20860686,81319,547,2677682,4252,2677682,44,4279,1510,99,40,18059427,17925244,18861392,632242,68038584,34542326,632288,92389,34531760,33844680,0.0048,,0.0016,0.0000,0.3529,0.4040,0.9926,0.0335,0.5077,0.1461,0.9801,,3.8982,0.0262,128.3602,0.2038,128.3602,0.0021,0.2051,0.0724,0.0047,0.0019,865.7159,859.2835,904.1597,30.3078,3261.5698,1655.8576,30.3100,4.4289,1655.3511,1622.4145,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":14,""lines_per_page"":4,""nodes_per_page"":4,""pages"":524288,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld14_rand_p128_np1_r100,mixed_region_loop,495789244,20860908,81382,530,2672243,1176,2672243,56,1177,770,105,23,18069190,17188824,36139170,17961080,50770369,14878174,17961707,18,14877077,7911,0.0421,,0.0004,0.0000,0.6542,0.2190,0.9513,0.4970,0.2930,0.0000,0.0005,,3.9012,0.0254,128.0981,0.0564,128.0981,0.0027,0.0564,0.0369,0.0050,0.0011,866.1747,823.9730,1732.3872,860.9922,2433.7564,713.2084,861.0223,0.0009,713.1558,0.3792,"{""data_mode"":""random"",""ldr_count_per_unit"":14,""lines_per_page"":1,""nodes_per_page"":1,""pages"":128,""region_reps"":100,""size"":8192}"
mix_b128_ld14_rand_p128_np4_r100,mixed_region_loop,489287871,20860921,81382,527,2689967,1131,2689967,41,1137,745,100,14,18082883,17235782,31865954,13695349,50597853,14747664,13695843,17,14746357,15649,0.0426,,0.0004,0.0000,0.6552,0.1400,0.9532,0.4298,0.2915,0.0000,0.0011,,3.9012,0.0253,128.9477,0.0542,128.9477,0.0020,0.0545,0.0357,0.0048,0.0007,866.8305,826.2234,1527.5430,656.5074,2425.4851,706.9517,656.5311,0.0008,706.8891,0.7502,"{""data_mode"":""random"",""ldr_count_per_unit"":14,""lines_per_page"":4,""nodes_per_page"":4,""pages"":128,""region_reps"":100,""size"":8192}"
mix_b128_ld14_rand_p512_np1_r100,mixed_region_loop,826600280,20860914,81380,542,2706993,1668,2706993,38,1675,769,96,27,18097175,17949558,36181118,17973417,70880527,35919460,17975783,170,35917633,25140,0.0252,,0.0006,0.0000,0.4591,0.2812,0.9918,0.4968,0.5068,0.0000,0.0007,,3.9011,0.0260,129.7639,0.0800,129.7639,0.0018,0.0803,0.0369,0.0046,0.0013,867.5159,860.4397,1734.3975,861.5834,3397.7671,1721.8546,861.6968,0.0081,1721.7670,1.2051,"{""data_mode"":""random"",""ldr_count_per_unit"":14,""lines_per_page"":1,""nodes_per_page"":1,""pages"":512,""region_reps"":100,""size"":8192}"
mix_b128_ld14_rand_p512_np4_r100,mixed_region_loop,877792451,20860908,81382,558,2708330,1523,2708330,46,1527,1005,147,21,18097946,17947466,35415483,17197143,70855589,35892232,17199852,89,35890741,46611,0.0238,,0.0006,0.0000,0.6582,0.1429,0.9917,0.4856,0.5066,0.0000,0.0013,,3.9012,0.0267,129.8280,0.0730,129.8280,0.0022,0.0732,0.0482,0.0070,0.0010,867.5531,860.3396,1697.6961,824.3717,3396.5726,1720.5498,824.5016,0.0043,1720.4784,2.2344,"{""data_mode"":""random"",""ldr_count_per_unit"":14,""lines_per_page"":4,""nodes_per_page"":4,""pages"":512,""region_reps"":100,""size"":8192}"
mix_b128_ld14_rand_p524288_np1_r100,mixed_region_loop,4603882813,20860680,81321,514,2679471,4440,2679471,44,4464,1599,92,39,18058688,17917147,35601445,17385810,71002937,36106473,17386315,79591,36100445,35941632,0.0045,,0.0017,0.0000,0.3582,0.4239,0.9922,0.4883,0.5085,0.0046,0.9956,,3.8983,0.0246,128.4460,0.2128,128.4460,0.0021,0.2140,0.0767,0.0044,0.0019,865.6807,858.8956,1706.6292,833.4249,3403.6732,1730.8387,833.4491,3.8154,1730.5498,1722.9367,"{""data_mode"":""random"",""ldr_count_per_unit"":14,""lines_per_page"":1,""nodes_per_page"":1,""pages"":524288,""region_reps"":100,""size"":8192}"
mix_b128_ld14_rand_p524288_np4_r100,mixed_region_loop,4599060252,20860680,81321,569,2679961,4730,2679961,42,4758,1810,92,39,18058496,17927156,35697402,17384794,71149682,36159486,17385282,179253,36114151,35881774,0.0045,,0.0018,0.0000,0.3804,0.4239,0.9927,0.4870,0.5082,0.0103,0.9936,,3.8983,0.0273,128.4695,0.2267,128.4695,0.0020,0.2281,0.0868,0.0044,0.0019,865.6715,859.3754,1711.2291,833.3762,3410.7077,1733.3800,833.3996,8.5929,1731.2068,1720.0673,"{""data_mode"":""random"",""ldr_count_per_unit"":14,""lines_per_page"":4,""nodes_per_page"":4,""pages"":524288,""region_reps"":100,""size"":8192}"
